id,module,level,strand,substrand,year,type,text,answer,hint,options,params
q_1764328354351_158,N01_Y4_NPV,4,Number and Place Value,Counting (in multiples),4,text_input,"What is the missing number? 306, 315, 324, 333, __, 351",342,The pattern counts forwards in 9s,,"{""description"":""Exceeding - Extended range to 500 for small steps, longer sequences (6 numbers), backwards counting, random gap positions for minimal scaffolding."",""math"":{""range"":{""min"":0,""max"":500},""sequence"":{""steps"":[6,7,9,25,1000],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354351_159,N01_Y4_NPV,4,Number and Place Value,Counting (in multiples),4,text_input,"What is the missing number? 42000, 41000, __, 39000, 38000, 37000",40000,The pattern counts backwards in 1000s,,"{""description"":""Exceeding - Extended range to 500 for small steps, longer sequences (6 numbers), backwards counting, random gap positions for minimal scaffolding."",""math"":{""range"":{""min"":0,""max"":500},""sequence"":{""steps"":[6,7,9,25,1000],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_160,N01_Y5_NPV,1,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 6697, 6797, 6897, __",6997,The pattern counts forwards in hundreds,,"{""description"":""Beginning - Count forwards in steps of 10, 100, 1000 up to 10,000. Shorter sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":10000},""sequence"":{""steps"":[10,100,1000],""length"":4,""directions"":[""forwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_161,N01_Y5_NPV,1,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 6489, 6499, 6509, __",6519,The pattern counts forwards in 10s,,"{""description"":""Beginning - Count forwards in steps of 10, 100, 1000 up to 10,000. Shorter sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":10000},""sequence"":{""steps"":[10,100,1000],""length"":4,""directions"":[""forwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_162,N01_Y5_NPV,1,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 4207, 4307, 4407, __",4507,The pattern counts forwards in hundreds,,"{""description"":""Beginning - Count forwards in steps of 10, 100, 1000 up to 10,000. Shorter sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":10000},""sequence"":{""steps"":[10,100,1000],""length"":4,""directions"":[""forwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_163,N01_Y5_NPV,1,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 965, 1065, 1165, __",1265,The pattern counts forwards in hundreds,,"{""description"":""Beginning - Count forwards in steps of 10, 100, 1000 up to 10,000. Shorter sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":10000},""sequence"":{""steps"":[10,100,1000],""length"":4,""directions"":[""forwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_164,N01_Y5_NPV,1,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 2805, 3805, 4805, __",5805,The pattern counts forwards in thousands,,"{""description"":""Beginning - Count forwards in steps of 10, 100, 1000 up to 10,000. Shorter sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":10000},""sequence"":{""steps"":[10,100,1000],""length"":4,""directions"":[""forwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_165,N01_Y5_NPV,1,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 2064, 3064, 4064, __",5064,The pattern counts forwards in thousands,,"{""description"":""Beginning - Count forwards in steps of 10, 100, 1000 up to 10,000. Shorter sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":10000},""sequence"":{""steps"":[10,100,1000],""length"":4,""directions"":[""forwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_166,N01_Y5_NPV,1,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 2569, 3569, 4569, __",5569,The pattern counts forwards in thousands,,"{""description"":""Beginning - Count forwards in steps of 10, 100, 1000 up to 10,000. Shorter sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":10000},""sequence"":{""steps"":[10,100,1000],""length"":4,""directions"":[""forwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_167,N01_Y5_NPV,1,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 126, 1126, 2126, __",3126,The pattern counts forwards in thousands,,"{""description"":""Beginning - Count forwards in steps of 10, 100, 1000 up to 10,000. Shorter sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":10000},""sequence"":{""steps"":[10,100,1000],""length"":4,""directions"":[""forwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_168,N01_Y5_NPV,1,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 5758, 5858, 5958, __",6058,The pattern counts forwards in hundreds,,"{""description"":""Beginning - Count forwards in steps of 10, 100, 1000 up to 10,000. Shorter sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":10000},""sequence"":{""steps"":[10,100,1000],""length"":4,""directions"":[""forwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_169,N01_Y5_NPV,1,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 937, 1037, 1137, __",1237,The pattern counts forwards in hundreds,,"{""description"":""Beginning - Count forwards in steps of 10, 100, 1000 up to 10,000. Shorter sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":10000},""sequence"":{""steps"":[10,100,1000],""length"":4,""directions"":[""forwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_170,N01_Y5_NPV,2,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 86798, 86698, 86598, __, 86398",86498,The pattern counts backwards in hundreds,,"{""description"":""Developing - Count forwards and backwards in steps of 10, 100, 1000, 10000 up to 100,000. Standard sequences (5 numbers) with random gap position."",""math"":{""range"":{""min"":0,""max"":100000},""sequence"":{""steps"":[10,100,1000,10000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_171,N01_Y5_NPV,2,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 46706, 36706, __, 16706, 6706",26706,The pattern counts backwards in 10 thousands,,"{""description"":""Developing - Count forwards and backwards in steps of 10, 100, 1000, 10000 up to 100,000. Standard sequences (5 numbers) with random gap position."",""math"":{""range"":{""min"":0,""max"":100000},""sequence"":{""steps"":[10,100,1000,10000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_172,N01_Y5_NPV,2,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 72360, 72350, __, 72330, 72320",72340,The pattern counts backwards in 10s,,"{""description"":""Developing - Count forwards and backwards in steps of 10, 100, 1000, 10000 up to 100,000. Standard sequences (5 numbers) with random gap position."",""math"":{""range"":{""min"":0,""max"":100000},""sequence"":{""steps"":[10,100,1000,10000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_173,N01_Y5_NPV,2,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 49713, 59713, __, 79713, 89713",69713,The pattern counts forwards in 10 thousands,,"{""description"":""Developing - Count forwards and backwards in steps of 10, 100, 1000, 10000 up to 100,000. Standard sequences (5 numbers) with random gap position."",""math"":{""range"":{""min"":0,""max"":100000},""sequence"":{""steps"":[10,100,1000,10000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_174,N01_Y5_NPV,2,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 33663, 33563, __, 33363, 33263",33463,The pattern counts backwards in hundreds,,"{""description"":""Developing - Count forwards and backwards in steps of 10, 100, 1000, 10000 up to 100,000. Standard sequences (5 numbers) with random gap position."",""math"":{""range"":{""min"":0,""max"":100000},""sequence"":{""steps"":[10,100,1000,10000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_175,N01_Y5_NPV,2,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 86293, 87293, 88293, __, 90293",89293,The pattern counts forwards in thousands,,"{""description"":""Developing - Count forwards and backwards in steps of 10, 100, 1000, 10000 up to 100,000. Standard sequences (5 numbers) with random gap position."",""math"":{""range"":{""min"":0,""max"":100000},""sequence"":{""steps"":[10,100,1000,10000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_176,N01_Y5_NPV,2,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 56631, 56641, __, 56661, 56671",56651,The pattern counts forwards in 10s,,"{""description"":""Developing - Count forwards and backwards in steps of 10, 100, 1000, 10000 up to 100,000. Standard sequences (5 numbers) with random gap position."",""math"":{""range"":{""min"":0,""max"":100000},""sequence"":{""steps"":[10,100,1000,10000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_177,N01_Y5_NPV,2,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 43849, 43859, 43869, __, 43889",43879,The pattern counts forwards in 10s,,"{""description"":""Developing - Count forwards and backwards in steps of 10, 100, 1000, 10000 up to 100,000. Standard sequences (5 numbers) with random gap position."",""math"":{""range"":{""min"":0,""max"":100000},""sequence"":{""steps"":[10,100,1000,10000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_178,N01_Y5_NPV,2,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 85775, __, 85795, 85805, 85815",85785,The pattern counts forwards in 10s,,"{""description"":""Developing - Count forwards and backwards in steps of 10, 100, 1000, 10000 up to 100,000. Standard sequences (5 numbers) with random gap position."",""math"":{""range"":{""min"":0,""max"":100000},""sequence"":{""steps"":[10,100,1000,10000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_179,N01_Y5_NPV,2,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 22482, 22582, 22682, 22782, __",22882,The pattern counts forwards in hundreds,,"{""description"":""Developing - Count forwards and backwards in steps of 10, 100, 1000, 10000 up to 100,000. Standard sequences (5 numbers) with random gap position."",""math"":{""range"":{""min"":0,""max"":100000},""sequence"":{""steps"":[10,100,1000,10000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_180,N01_Y5_NPV,3,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 379879, 379869, 379859, __, 379839",379849,The pattern counts backwards in 10s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of powers of 10 (1, 10, 100, 1000, 10000, 100000) up to 1,000,000. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_181,N01_Y5_NPV,3,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 15016, __, 13016, 12016, 11016",14016,The pattern counts backwards in thousands,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of powers of 10 (1, 10, 100, 1000, 10000, 100000) up to 1,000,000. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_182,N01_Y5_NPV,3,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 270925, 370925, __, 570925, 670925",470925,The pattern counts forwards in 100 thousands,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of powers of 10 (1, 10, 100, 1000, 10000, 100000) up to 1,000,000. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_183,N01_Y5_NPV,3,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 703044, __, 503044, 403044, 303044",603044,The pattern counts backwards in 100 thousands,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of powers of 10 (1, 10, 100, 1000, 10000, 100000) up to 1,000,000. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_184,N01_Y5_NPV,3,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 827711, __, 827731, 827741, 827751",827721,The pattern counts forwards in 10s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of powers of 10 (1, 10, 100, 1000, 10000, 100000) up to 1,000,000. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_185,N01_Y5_NPV,3,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 941029, 941039, 941049, 941059, __",941069,The pattern counts forwards in 10s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of powers of 10 (1, 10, 100, 1000, 10000, 100000) up to 1,000,000. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_186,N01_Y5_NPV,3,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 134718, __, 334718, 434718, 534718",234718,The pattern counts forwards in 100 thousands,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of powers of 10 (1, 10, 100, 1000, 10000, 100000) up to 1,000,000. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_187,N01_Y5_NPV,3,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 876565, 876575, __, 876595, 876605",876585,The pattern counts forwards in 10s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of powers of 10 (1, 10, 100, 1000, 10000, 100000) up to 1,000,000. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_188,N01_Y5_NPV,3,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 579786, 579785, 579784, __, 579782",579783,The pattern counts backwards in 1s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of powers of 10 (1, 10, 100, 1000, 10000, 100000) up to 1,000,000. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_189,N01_Y5_NPV,3,Number and Place Value,Counting (in multiples),5,text_input,"What is the missing number? 528130, 528030, 527930, 527830, __",527730,The pattern counts backwards in hundreds,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of powers of 10 (1, 10, 100, 1000, 10000, 100000) up to 1,000,000. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328354352_190,N01_Y5_NPV,4,Number and Place Value,Counting (in multiples),5,fill_blanks,"What are the missing numbers? 727208, __, __, 427208, 327208, 227208","627208, 527208",The pattern counts backwards in 100 thousands,,"{""description"":""Exceeding - Extended sequences (6 numbers) with multiple gaps (2 missing) in all powers of 10 up to 1,000,000."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":2},""visualType"":""sequence""}}"
q_1764328354352_191,N01_Y5_NPV,4,Number and Place Value,Counting (in multiples),5,fill_blanks,"What are the missing numbers? 985451, 985452, 985453, __, 985455, __","985454, 985456",The pattern counts forwards in 1s,,"{""description"":""Exceeding - Extended sequences (6 numbers) with multiple gaps (2 missing) in all powers of 10 up to 1,000,000."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":2},""visualType"":""sequence""}}"
q_1764328354352_192,N01_Y5_NPV,4,Number and Place Value,Counting (in multiples),5,fill_blanks,"What are the missing numbers? 418976, __, 420976, __, 422976, 423976","419976, 421976",The pattern counts forwards in thousands,,"{""description"":""Exceeding - Extended sequences (6 numbers) with multiple gaps (2 missing) in all powers of 10 up to 1,000,000."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":2},""visualType"":""sequence""}}"
q_1764328354352_193,N01_Y5_NPV,4,Number and Place Value,Counting (in multiples),5,fill_blanks,"What are the missing numbers? 339533, __, 339513, __, 339493, 339483","339523, 339503",The pattern counts backwards in 10s,,"{""description"":""Exceeding - Extended sequences (6 numbers) with multiple gaps (2 missing) in all powers of 10 up to 1,000,000."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":2},""visualType"":""sequence""}}"
q_1764328354352_194,N01_Y5_NPV,4,Number and Place Value,Counting (in multiples),5,fill_blanks,"What are the missing numbers? 891909, 901909, __, 921909, __, 941909","911909, 931909",The pattern counts forwards in 10 thousands,,"{""description"":""Exceeding - Extended sequences (6 numbers) with multiple gaps (2 missing) in all powers of 10 up to 1,000,000."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":2},""visualType"":""sequence""}}"
q_1764328354352_195,N01_Y5_NPV,4,Number and Place Value,Counting (in multiples),5,fill_blanks,"What are the missing numbers? 350073, 350072, __, 350070, 350069, __","350071, 350068",The pattern counts backwards in 1s,,"{""description"":""Exceeding - Extended sequences (6 numbers) with multiple gaps (2 missing) in all powers of 10 up to 1,000,000."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":2},""visualType"":""sequence""}}"
q_1764328354352_196,N01_Y5_NPV,4,Number and Place Value,Counting (in multiples),5,fill_blanks,"What are the missing numbers? 954413, __, 954433, __, 954453, 954463","954423, 954443",The pattern counts forwards in 10s,,"{""description"":""Exceeding - Extended sequences (6 numbers) with multiple gaps (2 missing) in all powers of 10 up to 1,000,000."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":2},""visualType"":""sequence""}}"
q_1764328354352_197,N01_Y5_NPV,4,Number and Place Value,Counting (in multiples),5,fill_blanks,"What are the missing numbers? 345161, 445161, __, 645161, __, 845161","545161, 745161",The pattern counts forwards in 100 thousands,,"{""description"":""Exceeding - Extended sequences (6 numbers) with multiple gaps (2 missing) in all powers of 10 up to 1,000,000."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":2},""visualType"":""sequence""}}"
q_1764328354352_198,N01_Y5_NPV,4,Number and Place Value,Counting (in multiples),5,fill_blanks,"What are the missing numbers? 659401, 658401, __, 656401, 655401, __","657401, 654401",The pattern counts backwards in thousands,,"{""description"":""Exceeding - Extended sequences (6 numbers) with multiple gaps (2 missing) in all powers of 10 up to 1,000,000."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":2},""visualType"":""sequence""}}"
q_1764328354352_199,N01_Y5_NPV,4,Number and Place Value,Counting (in multiples),5,fill_blanks,"What are the missing numbers? 639519, 639509, 639499, __, 639479, __","639489, 639469",The pattern counts backwards in 10s,,"{""description"":""Exceeding - Extended sequences (6 numbers) with multiple gaps (2 missing) in all powers of 10 up to 1,000,000."",""math"":{""range"":{""min"":0,""max"":1000000},""sequence"":{""steps"":[1,10,100,1000,10000,100000],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any""}},""presentation"":{""gaps"":{""position"":""random"",""count"":2},""visualType"":""sequence""}}"
q_1764328354352_200,F01_Y1_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",1,text_input,What is one half of 2 cubes?,1,Split the 2 cubes into 2 equal groups. How many are in one group?,,"{""description"":""Beginning - 1/2 only, small quantities (2, 4, 6, 8), heavy visual support with simple shapes"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":8}},""divisibilityRequired"":true},""presentation"":{""questionTypes"":{""options"":{""values"":[""name_fraction"",""find_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""simple_objects""],""showVisual"":true}}"
q_1764328354352_201,F01_Y1_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",1,text_input,What fraction of the shape is shaded?,1/2,1 out of 2 equal parts are shaded. This is one half.,,"{""description"":""Beginning - 1/2 only, small quantities (2, 4, 6, 8), heavy visual support with simple shapes"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":8}},""divisibilityRequired"":true},""presentation"":{""questionTypes"":{""options"":{""values"":[""name_fraction"",""find_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""simple_objects""],""showVisual"":true}}"
q_1764328354352_202,F01_Y1_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",1,text_input,What is one half of 2 apples?,1,Split the 2 apples into 2 equal groups. How many are in one group?,,"{""description"":""Beginning - 1/2 only, small quantities (2, 4, 6, 8), heavy visual support with simple shapes"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":8}},""divisibilityRequired"":true},""presentation"":{""questionTypes"":{""options"":{""values"":[""name_fraction"",""find_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""simple_objects""],""showVisual"":true}}"
q_1764328354352_203,F01_Y1_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",1,text_input,What fraction of the shape is shaded?,1/2,1 out of 2 equal parts are shaded. This is one half.,,"{""description"":""Beginning - 1/2 only, small quantities (2, 4, 6, 8), heavy visual support with simple shapes"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":8}},""divisibilityRequired"":true},""presentation"":{""questionTypes"":{""options"":{""values"":[""name_fraction"",""find_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""simple_objects""],""showVisual"":true}}"
q_1764328354352_204,F01_Y1_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",1,text_input,What fraction of the shape is shaded?,1/2,1 out of 2 equal parts are shaded. This is one half.,,"{""description"":""Beginning - 1/2 only, small quantities (2, 4, 6, 8), heavy visual support with simple shapes"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":8}},""divisibilityRequired"":true},""presentation"":{""questionTypes"":{""options"":{""values"":[""name_fraction"",""find_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""simple_objects""],""showVisual"":true}}"
